"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
43636,127,"LBR","Liberia",13,"River Cess",56,"Morweh",257,"Morweh Doedian","","","Clan","Clan"
43637,127,"LBR","Liberia",13,"River Cess",57,"Timbo",258,"Farh","","","Clan","Clan"
43638,127,"LBR","Liberia",13,"River Cess",57,"Timbo",259,"Fenwehn","","","Clan","Clan"
43639,127,"LBR","Liberia",13,"River Cess",57,"Timbo",260,"Kploh","","","Clan","Clan"
43640,127,"LBR","Liberia",13,"River Cess",57,"Timbo",261,"Kpowein","","","Clan","Clan"
43641,127,"LBR","Liberia",14,"River Gee",58,"Gbeapo",262,"Duwraken","","","Clan","Clan"
43642,127,"LBR","Liberia",14,"River Gee",58,"Gbeapo",263,"Gbeapo","","","Clan","Clan"
43643,127,"LBR","Liberia",14,"River Gee",58,"Gbeapo",264,"Kaytuken/Killipo","","","Clan","Clan"
43644,127,"LBR","Liberia",14,"River Gee",58,"Gbeapo",265,"Lower Tienpo","","","Clan","Clan"
43645,127,"LBR","Liberia",14,"River Gee",58,"Gbeapo",266,"Upper Tienpo","","","Clan","Clan"
43646,127,"LBR","Liberia",14,"River Gee",59,"Webbo",267,"Kitteabo/Glarro","","","Clan","Clan"
43647,127,"LBR","Liberia",14,"River Gee",59,"Webbo",268,"Sarbo/Palrpo","","","Clan","Clan"
43648,127,"LBR","Liberia",14,"River Gee",59,"Webbo",269,"Tiabo","","","Clan","Clan"
43649,127,"LBR","Liberia",14,"River Gee",59,"Webbo",270,"Tubbo","","","Clan","Clan"
43650,127,"LBR","Liberia",14,"River Gee",59,"Webbo",271,"Webbo","","","Clan","Clan"
43651,127,"LBR","Liberia",15,"Sinoe",60,"Butaw",272,"Butaw","","","Clan","Clan"
43652,127,"LBR","Liberia",15,"Sinoe",60,"Butaw",273,"Geetrah","","","Clan","Clan"
43653,127,"LBR","Liberia",15,"Sinoe",60,"Butaw",274,"Murrayville","","","Clan","Clan"
43654,127,"LBR","Liberia",15,"Sinoe",60,"Butaw",275,"Seedor","","","Clan","Clan"
43655,127,"LBR","Liberia",15,"Sinoe",60,"Butaw",276,"Tarsue","","","Clan","Clan"
43656,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",277,"Cholobo","","","Clan","Clan"
43657,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",278,"Draoh","","","Clan","Clan"
43658,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",279,"Lower Two","","","Clan","Clan"
43659,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",280,"Nana Kru","","","Clan","Clan"
43660,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",281,"Nua Point","","","Clan","Clan"
43661,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",282,"Nyanpo/Kwiata","","","Clan","Clan"
43662,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",283,"Petay","","","Clan","Clan"
43663,127,"LBR","Liberia",15,"Sinoe",61,"Dugbe River",284,"Settra Kru","","","Clan","Clan"
43664,127,"LBR","Liberia",15,"Sinoe",62,"Greenville",285,"Bluntsville","","","Clan","Clan"
43665,127,"LBR","Liberia",15,"Sinoe",62,"Greenville",286,"Farmersville","","","Clan","Clan"
43666,127,"LBR","Liberia",15,"Sinoe",62,"Greenville",287,"Lexington","","","Clan","Clan"
43667,127,"LBR","Liberia",15,"Sinoe",62,"Greenville",288,"Louisina","","","Clan","Clan"
43668,127,"LBR","Liberia",15,"Sinoe",63,"Jaedae Jaedepo",289,"CentralJeadepo","","","Clan","Clan"
43669,127,"LBR","Liberia",15,"Sinoe",63,"Jaedae Jaedepo",290,"DwehJaedpo","","","Clan","Clan"
43670,127,"LBR","Liberia",15,"Sinoe",63,"Jaedae Jaedepo",291,"LowerBonkonJaedepo","","","Clan","Clan"
43671,127,"LBR","Liberia",15,"Sinoe",63,"Jaedae Jaedepo",292,"LowerJaedepo","","","Clan","Clan"
43672,127,"LBR","Liberia",15,"Sinoe",63,"Jaedae Jaedepo",293,"UpperBonkonJaedepo","","","Clan","Clan"
43673,127,"LBR","Liberia",15,"Sinoe",63,"Jaedae Jaedepo",294,"UpperJaedpo","","","Clan","Clan"
43674,127,"LBR","Liberia",15,"Sinoe",64,"Juarzon",295,"Belabokre","","","Clan","Clan"
43675,127,"LBR","Liberia",15,"Sinoe",64,"Juarzon",296,"Juarzon","","","Clan","Clan"
43676,127,"LBR","Liberia",15,"Sinoe",64,"Juarzon",297,"Kulushawboe","","","Clan","Clan"
43677,127,"LBR","Liberia",15,"Sinoe",64,"Juarzon",298,"Plahnnyarn","","","Clan","Clan"
43678,127,"LBR","Liberia",15,"Sinoe",64,"Juarzon",299,"Seekon","","","Clan","Clan"
43679,127,"LBR","Liberia",15,"Sinoe",65,"Kpayan",300,"Numopoh","","","Clan","Clan"
43680,127,"LBR","Liberia",15,"Sinoe",65,"Kpayan",301,"Petu","","","Clan","Clan"
43681,127,"LBR","Liberia",15,"Sinoe",65,"Kpayan",302,"Tarweh, Dropo and Putu","","","Clan","Clan"
43682,127,"LBR","Liberia",15,"Sinoe",65,"Kpayan",303,"Worteh","","","Clan","Clan"
43683,127,"LBR","Liberia",15,"Sinoe",66,"Pyneston",304,"Karbadee","","","Clan","Clan"
43684,127,"LBR","Liberia",15,"Sinoe",66,"Pyneston",305,"Wedjah","","","Clan","Clan"
